id,temp,humidity,wind,game_id
1,81,0,8,20180906ATLPHI
2,61,0,12,20180909BUFBAL
3,58,0,11,20180909PITCLE
4,62,0,10,20180909HOUNWE
5,59,0,7,20180909JAXNYG
6,89,0,7,20180909TENMIA
7,84,0,8,20180909KANLAC
8,81,0,9,20180909DALCAR
9,84,0,5,20180909SEADEN
10,62,0,10,20180909CHIGNB
11,69,0,10,20180910LAROAK
12,82,0,3,20180913BALCIN
13,83,0,6,20180916LACBUF
14,71,0,5,20180916INDWAS
15,80,0,5,20180916MINGNB
16,81,0,12,20180916HOUTEN
17,80,0,10,20180916KANPIT
18,80,0,4,20180916MIANYJ
19,91,0,9,20180916PHITAM
20,86,0,2,20180916ARILAR
21,73,0,12,20180916DETSFO
22,92,0,4,20180916OAKDEN
23,97,0,15,20180916NWEJAX
24,79,0,2,20180917SEACHI
25,83,0,11,20180920NYJCLE
26,80,0,3,20180923CINCAR
27,61,0,5,20180923INDPHI
28,61,0,5,20180923DENBAL
29,62,0,6,20180923GNBWAS
30,89,0,10,20180923TENJAX
31,70,0,4,20180923SFOKAN
32,90,0,7,20180923OAKMIA
33,80,0,5,20180923LACLAR
34,61,0,4,20180923DALSEA
35,77,0,5,20180924PITTAM
36,75,0,3,20180927MINLAR
37,49,0,9,20180930BUFGNB
38,66,0,5,20180930TAMCHI
39,86,0,10,20180930NYJJAX
40,65,0,6,20180930MIANWE
41,80,0,4,20180930PHITEN
42,71,0,8,20180930CLEOAK
43,71,0,7,20180930NORNYG
44,78,0,9,20180930SFOLAC
45,69,0,2,20180930BALPIT
46,65,0,5,20181001KANDEN
47,66,0,6,20181004INDNWE
48,80,0,3,20181007NYGCAR
49,83,0,5,20181007ATLPIT
50,62,0,8,20181007TENBUF
51,87,0,4,20181007MIACIN
52,72,0,5,20181007BALCLE
53,77,0,7,20181007DENNYJ
54,58,0,5,20181007JAXKAN
55,75,0,10,20181007OAKLAC
56,79,0,15,20181007ARISFO
57,79,0,6,20181007MINPHI
58,53,0,5,20181007LARSEA
